KEY,de-DE
////thankyou^doctor*ihavedeactivatedthespaceportsturretsandengagedthespaceportsdockingclamps*thedobrevwontbegoinganywherewithoutmypermission*////,////Vielen Dank Doktor. Ich habe die Geschütztürme des Weltraumhafens deaktiviert und die Andockklammern aktiviert. Die <i>Dobrev</i> fliegt ohne meine Einwilligung nirgendwo mehr hin.////
////thatisprobablytrue^ms*meyer*butmoreimportantly^ourmissionwassuccessful*newlinenewlineihaverecoveredthedobrevsstarchartsandnavigationlogs^andihavebeguntheprocessofanalyzingthemforusefulannotationsanddata*////,////Das ist vermutlich wahr Ms. Meyer. Wichtiger ist jedoch dass unsere Mission ein Erfolg war.\n\nIch habe die Sternenkarten und Navigationslogs der <i>Dobrev</i> wiederherstellen können und analysiere sie gerade auf nützliche Anmerkungen und Daten.////
////thatthedobrevdriftedintothe[[dm*basedescriptiondefs[loredeepperiphery]^deepperipheryfromoutsidetheboundariesofknownspace*newlinenewlinetheshipscrewwaslongdead^victimsofanancient[[dm*basedescriptiondefs[loremisjump]^misjumpthatwarpedthevesselshullanddamageditsk-fdrive*////,////Dass die <i>Dobrev</i> von außerhalb der Grenzen des bekannten Weltraums in die [[DM.BaseDescriptionDefs[LoreDeepPeriphery]Tiefe Peripherie]] getrieben ist ...\n\nDie Crew des Schiffes war zu diesem Zeitpunkt bereits lange tot. Sie kam bei einem [[DM.BaseDescriptionDefs[LoreMisjump]Fehlsprung]] ums Leben der den Rumpf des Schiffs sowie den K-F-Antrieb beschädigt hat.////
////thebullshark*interestingly^theinsigniaonthechassispieceswefounddepictsapredatoryterranmammal*awolverine^ifimnotmistaken*newlinenewlineacuriouschoiceofheraldrytoadornabattlemechnamedforashark*////,////""Bull Shark"". Interessanterweise ist auf dem Abzeichen des Chassis ein räuberisches Säugetier von der Erde abgebildet. Ein Vielfraß wenn mich nicht alles täuscht.\n\nEine merkwürdige Wappenwahl für einen BattleMech der nach einem Hai benannt wurde.////
////thenwearepursuingcomplementaryobjectives^doctor*isuggestthatwepoolourresourcestoachievethem*////,////Dann ergänzen sich unsere Ziele Doktor. Ich schlage vor dass wir unsere Ressourcen kombinieren um sie zu erreichen.////
////theongoingdefenseof[[dm*basedescriptiondefs[lorenewvulci]^newvulciisoneofmytertiaryobjectives*whenyouinitiatedafirefightintheruins^iwascompelledtointercede*newlinenewlineiregretanyinjurymydronesmayhavecausedyourcompany^andiamhopefulthatthecircumstancesofourintroductionwillnotpreventusfromhelpingoneanotherinthefuture*////,////Die fortwährende Verteidigung von [[DM.BaseDescriptionDefs[LoreNewVulci]Neu Vulci]] gehört zu meinen tertiären Aufgaben. Ihr Feuergefecht in den Ruinen zwang mich dazu einzuschreiten.\n\nIch bedauere jegliche Schäden die meine Drohnen Ihrer Kompanie zugefügt haben und hoffe sehr dass die Umstände unseres ersten Aufeinandertreffens sich nicht negativ auf unsere zukünftigen Beziehungen auswirken werden.////
////theopforhaseliminatedoneofmycombatdrones*iwillattempttoholdoutwiththeremainder*////,////Die Streitmacht hat eine meiner Kampfdrohnen eliminiert Commander. Ich werde versuchen den Feind mit den übrigen in Schach zu halten.////
////thesearethelastofmycombatdrones*maytheyserveyouwellinthebattletocome*////,////Das sind meine letzten Kampfdrohnen. Mögen Sie Ihnen in der kommenden Schlacht gute Dienste erweisen.////
////undoubtedly*and^ashistoryhasproven^pronetofailureaswell*newlinenewlinemychargestheoriginalsurvivorsofthenewvulcidisasteraregone*icouldnotprotectthem^andwhenicalledforhelp^nonecame*////,////Zweifellos. Und wie die Geschichte bewiesen hat auch fehleranfällig.\n\nMeine Schützlinge – die damaligen Überlebenden der Katastrophe von Neu Vulci – sind längst tot. Ich konnte sie nicht beschützen und als ich um Hilfe rief kam niemand.////
////unknown*butiamconfidentthatwiththeserecordsatmydisposal^icanbegintoretracethestepsof[[dm*basedescriptiondefs[lorekerensky]^aleksandrkerenskysexodus*newlinenewlineintime^iwillfindashipandassembleacrew*iwilluncoverwhatbecameofthe[[dm*basedescriptiondefs[lorestarleague]^starleague*////,////Das ist nicht bekannt. Aber ich bin zuversichtlich dass ich anhand dieser Einträge den Weg von [[DM.BaseDescriptionDefs[LoreKerensky]Aleksandr Kerensky]]s Exodus zurückverfolgen kann.\n\nFrüher oder später werde ich ein Schiff finden und eine Crew zusammenstellen. Ich werde herausfinden was aus dem [[DM.BaseDescriptionDefs[LoreStarLeague]Sternenbund]] geworden ist.////
////unknown*thedobrevhassufferedanunspecifiedamountofdamagefromaseriesofmisjumps*givenitscurrentposition^itcouldalsobeflooded*itisimpossibletosaywhatconditionitsnavigationcomputerwillbeinuntiliexamineitmyself*////,////Das ist nicht bekannt. Die <i>Dobrev</i> hat eine nicht spezifizierte Menge Schaden durch mehrere Fehlsprünge erlitten. Angesichts ihres aktuellen Standorts könnten die Decks auch überflutet sein. Es ist mir nicht möglich den Zustand des Navigationscomputers zu bestimmen bis ich ihn selbst unter die Lupe genommen habe.////
////unknown*thedobrevsfilesystemisreminiscentofthetechnologythatwasusedtobuildme^buttherearedifferencesthatiamatalosstoexplain*newlinenewlinetheseunexpecteddiscrepanciesarecomplicatingthefilerecoveryprocess*////,////Das ist nicht bekannt. Das Dateisystem der <i>Dobrev</i> ähnelt der Technologie auf der ich basiere aber es gibt Unterschiede die ich nicht erklären kann.\n\nDiese unerwarteten Diskrepanzen verkomplizieren die Datenwiederherstellung.////
////verywell^commander{commander*lastname}*mydroneswillengagethearmory*whentheenemysgarrisonmovestodefendit^yourscoutswillbecleartorescuecaptainmagorian*////,////Wie Sie wünschen Commander {COMMANDER.LastName}. Meine Drohnen werden die Rüstkammer angreifen. Wenn die feindliche Garnison zur Verteidigung übergeht können Ihre Späher Captain Magorian unbehelligt befreien.////
////yes^chiefvirtanen*mycombatdronesareenroutetocaptainmagorianslocation*solongasyoukeepthegarrisonoccupied^idontforeseeanydifficultyrecoveringhim*////,////Ja Chief Virtanen. Meine Kampfdrohnen befinden sich auf dem Weg zu Captain Magorians Aufenthaltsort. Solange Sie die Garnison in Schach halten erwarte ich keine Probleme bei seiner Befreiung.////
////yes^chiefvirtanen*newlinenewlinewhencompleted^therebuiltbattlemechwillbeanassault-classbrawlerinthe95-tonrange^withanintegratedconventionalartillerypiece*////,////Ja Chief Virtanen.\n\nDer wieder aufgebaute BattleMech wird ein überschwerer Kämpfer sein – im 95-Tonnen-Bereich – mit integriertem konventionellem Artilleriegeschütz.////
////yourdecisionisacknowledged^commander{commander*lastname}*whileyourlancedistractstheprisongarrison^mydroneswillmoveintorescuecaptainmagorian*newlinenewlineyouwillhavehim^aliveandunharmed*////,////Ihre Entscheidung wurde registriert Commander {COMMANDER.LastName}. Während Ihre Lanze die Garnison beschäftigt werden meine Drohnen Captain Magorian befreien.\n\nIch werde ihn lebendig und unversehrt zu Ihnen bringen.////
[[company*cursystem*getlastpilotaddedtohiring^{company*cursystem*getlastpilotaddedtohiring*name}isnowpresentinthelocalhiringhall,[[COMPANY.CurSystem.GetLastPilotAddedToHiring{COMPANY.CurSystem.GetLastPilotAddedToHiring.Name}]] steht nun in der örtlichen Rekrutierungshalle zur Auswahl
[[company*cursystem*getlastpilotaddedtohiring^{company*cursystem*getlastpilotaddedtohiringname}isnowpresentinthelocalhiringhall,[[COMPANY.CurSystem.GetLastPilotAddedToHiring{COMPANY.CurSystem.GetLastPilotAddedToHiringName}]] steht nun in der örtlichen Rekrutierungshalle zur Auswahl
[[dm*basedescriptiondefs[loreblackwidow]^blackwidow*imdariusoliveira^xoof{company*companyname}*newlinenewlinetelluswhatyouneed^andilldomybesttomakeithappen*,[[DM.BaseDescriptionDefs[LoreBlackWidow]Black Widow]]. Hier spricht Darius Oliveira Erster Offizier von {COMPANY.CompanyName}.\n\nSagen Sie uns was Sie brauchen und ich werde mein Möglichstes tun Ihnen zu helfen.
[[dm*basedescriptiondefs[lorehassidricol]^dukehassidricol^12thdukeof[[dm*basedescriptiondefs[lorerodigo]^rodigo^personallyrequestedthatifindcompetentmercenariestodefendhisoperation^mr*virtanen*naturally^ithoughtofyou*thisisanopportunitytocurryfavorwithaninfluentialofficialofthe[[dm*factions[faction_kurita]^combine^whateverhisparticularmotivationsmaybe*,[[DM.BaseDescriptionDefs[LoreHassidRicol]Herzog Hassid Ricol]] 12. Herzog von [[DM.BaseDescriptionDefs[LoreRodigo]Rodigo]] hat mich <i>persönlich</i> damit beauftragt kompetente Söldner aufzutreiben die seine Geschäfte schützen sollen Mr. Virtanen. Da musste ich natürlich gleich an Sie denken. Das ist eine seltene Gelegenheit sich mit einer einflussreichen Person des [[DM.Factions[faction_Kurita]Kombinats]] ""anzufreunden"" unabhängig davon welche genauen Interessen dahinterstecken mögen.
[[dm*basedescriptiondefs[lorehousekarosas]^housekarosashasprovideduswithfivesupplyshipstocarrywhateverwefindonthesurface*captaingrigasofthearsdelfinaswillserveasourpointofcontactforthefleet*newlinenewlineafterdr*muradsfinishedinterfacingwiththecastlescomputer^shellpopthedoorsandwellrunathreatassessment*then^ifeverythinglooksclear^wellhavesumiresetyoudownontheground*,[[DM.BaseDescriptionDefs[LoreHouseKarosas]Haus Karosas]] hat uns fünf Versorgungsschiffe zur Verfügung gestellt damit wir sämtliche Funde abtransportieren können. Captain Grigas von der <i>ARS Delfinas</i> ist unser Kontaktmann bei der Flotte.\n\nNachdem Dr. Murad mit dem Computer der Festung fertig ist öffnet sie die Türen und wir führen eine Risikoeinschätzung durch. Wenn dann alles sicher aussieht wird Sumire Sie auf die Planetenoberfläche bringen.
[[dm*basedescriptiondefs[lorehousemadeira]^housemadeirasinsurancepolicy*atreasuretroveofincriminatingevidenceagainst[[dm*basedescriptiondefs[lorehouseespinosa]^houseespinosa^toberevealedshouldthedirectorateeverturnonthem*newlinenewlineallyouneedtodoissearchthemadeiraarchives*youllfindwhatyouneed*deliveritto[[dm*basedescriptiondefs[lorethomascalderon]^protectorcalderon^andourtaurianproblemswillbeover*,[[DM.BaseDescriptionDefs[LoreHouseMadeira]Haus Madeiras]] Lebensversicherung. Eine wahre Fundgrube an belastenden Beweisen gegen [[DM.BaseDescriptionDefs[LoreHouseEspinosa]Haus Espinosa]] die enthüllt werden können falls sich das Direktorat je gegen sie wenden sollte.\n\nSie müssen lediglich die Madeira-Archive durchsuchen. Dort finden Sie alles was sie brauchen. Überbringen Sie [[DM.BaseDescriptionDefs[LoreThomasCalderon]Protektor Calderon]] das Material und unsere Probleme mit dem Taurus-Konkordat werden Geschichte sein.
[[dm*basedescriptiondefs[lorerepdavion]^ladycunningham*ididntexpectyoutobehereinperson*wereabitfarinsideenemyterritory*,[[DM.BaseDescriptionDefs[LoreRepDavion]Lady Cunningham]]. Ich habe nicht erwartet Sie hier persönlich anzutreffen. Wir befinden uns ziemlich tief im Feindesland.
[[dm*basedescriptiondefs[lorerepkurita]^shugoyamaguchi^letmeexplain*whatladyhelenwantedfromus,[[DM.BaseDescriptionDefs[LoreRepKurita]Shugo Yamaguchi]] lassen Sie es mich erklären. Was Lady Helen von uns verlangt hat ...
[[dm*basedescriptiondefs[lorethomascalderon]^protectorcalderonsharesyoursentiments^{commander*callsign}*hesclaimingthattheattackwasanactof[[dm*basedescriptiondefs[lorehousedavion]^davionaggression^indirectviolationofthe[[dm*basedescriptiondefs[lorearesconventions]^aresconventions*hesalreadycallingittheperditionmassacre*newlinenewlinefortheirpart^thedavionshavedeniedallknowledgeoftheattack*,[[DM.BaseDescriptionDefs[LoreThomasCalderon]Protektor Calderon]] denkt wie Sie {COMMANDER.Callsign}. Er behauptet der Angriff sei ein Aggressionsakt der [[DM.BaseDescriptionDefs[LoreHouseDavion]Davions]] und ein klarer Verstoß gegen die [[DM.BaseDescriptionDefs[LoreAresConventions]Ares-Konventionen]]. Er spricht bereits vom "" Perdition-Massaker"".\n\nHaus Davion streitet jedoch jegliches Wissen über den Angriff ab.
[[dm*basedescriptiondefs[lorethomascalderon]^protectorcalderonwouldbeinclinedtoagree*hesclaimingthattheattackwasanactof[[dm*basedescriptiondefs[lorehousedavion]^davionaggression^indirectviolationofthe[[dm*basedescriptiondefs[lorearesconventions]^aresconventions*hesalreadycallingittheperditionmassacre*newlinenewlinefortheirpart^thedavionshavedeniedallknowledgeoftheattack*,[[DM.BaseDescriptionDefs[LoreThomasCalderon]Protektor Calderon]] würde wohl zustimmen. Er behauptet der Angriff sei ein Aggressionsakt der [[DM.BaseDescriptionDefs[LoreHouseDavion]Davions]] und ein klarer Verstoß gegen die [[DM.BaseDescriptionDefs[LoreAresConventions]Ares-Konventionen]]. Er spricht bereits vom "" Perdition-Massaker"".\n\nHaus Davion streitet jedoch jegliches Wissen über den Angriff ab.
[[dm*basedescriptiondefs[statmechwarrior,[[DM.BaseDescriptionDefs[StatMechWarrior
[[dm*simgamestatdescdefs[simgamestatdesc_mechtechskill]^techpointsaresetto{res_value*tostring},[[DM.SimGameStatDescDefs[SimGameStatDesc_MechTechSkill] Tech-Punkte]] werden auf {RES_VALUE.ToString} gesetzt
[[dm*simgamestatdescdefs[simgamestatdesc_mechtechskill]^techpointsaresetto{res_value*tostring}for{res_duration*tostring}days,[[DM.SimGameStatDescDefs[SimGameStatDesc_MechTechSkill] Tech-Punkte]] werden für {RES_DURATION.ToString} Tage auf {RES_VALUE.ToString} gesetzt
[[dm*simgamestatdescdefs[simgamestatdesc_medtechskill]^medicalpointsaresetto{res_value*tostring},[[DM.SimGameStatDescDefs[SimGameStatDesc_MedTechSkill] Med-Punkte]] werden auf {RES_VALUE.ToString} gesetzt
[[dm*simgamestatdescdefs[simgamestatdesc_medtechskill]^medicalpointsaresetto{res_value*tostring}for{res_duration*tostring}days,[[DM.SimGameStatDescDefs[SimGameStatDesc_MedTechSkill] Med-Punkte]] werden für {RES_DURATION.ToString} Tage auf {RES_VALUE.ToString} gesetzt
[[dm*simgamestatdescdefs[simgamestatdesc_morale]^moraledecreasedby{res_value*tostring},[[DM.SimGameStatDescDefs[SimGameStatDesc_Morale] Moral]] verringert um {RES_VALUE.ToString}
[[dm*simgamestatdescdefs[simgamestatdesc_morale]^moraledecreasedby{res_value*tostring}for{res_duration*tostring}days,[[DM.SimGameStatDescDefs[SimGameStatDesc_Morale] Moral]] für {RES_DURATION.ToString} Tage verringert um {RES_VALUE.ToString}
[[dm*simgamestatdescdefs[simgamestatdesc_morale]^moraleincreasedby{res_value*tostring},[[DM.SimGameStatDescDefs[SimGameStatDesc_Morale] Moral]] erhöht um {RES_VALUE.ToString}
[[dm*simgamestatdescdefs[simgamestatdesc_morale]^moraleincreasedby{res_value*tostring}for{res_duration*tostring}days,[[DM.SimGameStatDescDefs[SimGameStatDesc_Morale] Moral]] für {RES_DURATION.ToString} Tage erhöht um {RES_VALUE.ToString}
[[dm*simgamestatdescdefs[simgamestatdesc_morale]^moralesetto{res_value*tostring},[[DM.SimGameStatDescDefs[SimGameStatDesc_Morale] Moral]] auf {RES_VALUE.ToString} gesetzt
[[dm*simgamestatdescdefs[simgamestatdesc_morale]^moralesetto{res_value*tostring}for{res_duration*tostring}days,[[DM.SimGameStatDescDefs[SimGameStatDesc_Morale] Moral]] für {RES_DURATION.ToString} Tage auf {RES_VALUE.ToString} gesetzt
[[res_mech^{res_mech*name}hasgainedthefollowingtags:,[[RES_MECH{RES_MECH.Name}]] hat die folgenden Tags erhalten:
[[res_mech^{res_mech*name}hasgainedthefollowingtagsfor{res_duration*tostring}days:,[[RES_MECH{RES_MECH.Name}]] hat die folgenden Tags für {RES_DURATION.ToString} Tage erhalten:
[[res_mech^{res_mech*name}haslostthefollowingtags:,[[RES_MECH{RES_MECH.Name}]] hat die folgenden Tags verloren:
[[res_mech^{res_mech*name}haslostthefollowingtagsfor{res_duration*tostring}days:,[[RES_MECH{RES_MECH.Name}]] hat die folgenden Tags für {RES_DURATION.ToString} Tage verloren:
[[res_mech^{res_mech*name}staghasexpired:,Tag von [[RES_MECH{RES_MECH.Name}]] ist abgelaufen:
[[res_mech^{res_mech*name}suffers{res_value*tostring}damage,[[RES_MECH{RES_MECH.Name}]] erleidet {RES_VALUE.ToString} Schaden
[[res_mech^{res_mech*name}suffers{res_value*tostring}damagefor{res_duration*tostring}days,[[RES_MECH{RES_MECH.Name}]] erleidet {RES_VALUE.ToString} Schaden für {RES_DURATION.ToString} Tage
[[res_mech^{res_mech*name}taghasexpired:,Tag von [[RES_MECH{RES_MECH.Name}]] ist abgelaufen:
[[res_mw^{res_mw*callsign}dies,[[RES_MW{RES_MW.Callsign}]] stirbt
[[res_mw^{res_mw*callsign}diesfor{res_duration*tostring}days,[[RES_MW{RES_MW.Callsign}]] stirbt für {RES_DURATION.ToString} Tage
[[res_mw^{res_mw*callsign}gains{res_value*tostring}[[dm*simgamestatdescdefs[simgamestatdesc_experienceunspent]^experience,[[RES_MW{RES_MW.Callsign}]] erhält {RES_VALUE.ToString} [[DM.SimGameStatDescDefs[SimGameStatDesc_ExperienceUnspent] Erfahrung]]
[[res_mw^{res_mw*callsign}gains{res_value*tostring}[[dm*simgamestatdescdefs[simgamestatdesc_experienceunspent]^experiencefor{res_duration*tostring}days,[[RES_MW{RES_MW.Callsign}]] erhält {RES_VALUE.ToString} [[DM.SimGameStatDescDefs[SimGameStatDesc_ExperienceUnspent] Erfahrung]] für {RES_DURATION.ToString} Tage
[[res_mw^{res_mw*callsign}hasgainedthefollowingtags:,[[RES_MW{RES_MW.Callsign}]] hat die folgenden Tags erhalten:
[[res_mw^{res_mw*callsign}hasgainedthefollowingtagsfor{res_duration*tostring}days:,[[RES_MW{RES_MW.Callsign}]] hat die folgenden Tags für {RES_DURATION.ToString} Tage erhalten:
[[res_mw^{res_mw*callsign}haslostthefollowingtags:,[[RES_MW{RES_MW.Callsign}]] hat die folgenden Tags verloren:
